Parieur:Saison:Bankroll:Gain brut:Gain moyen:Total des mises:Bénéfice:ROC:ROI:Journée d'arrêt:Victoires:Défaites:Effectués:Pari domicile:Pari nul:Pari extérieur
Professor:1:-62,23:0:0:299,23:-299,23:-126,26:-100:J2:0:6:6:1:3:2
Professor:2:-635,76:40,64:27,84:913,39:-872,76:-368,25:-95,55:J25:1:4:5:2:1:2
Professor:3:-389,76:0:0:626,76:-626,76:-264,45:-100:J9:0:5:5:0:3:2
Professor:4:-744,17:0:0:981,17:-981,17:-414:-100:J29:0:5:5:1:3:1
Professor:5:-885,72:60,16:18,18:1182,88:-1122,72:-473,72:-94,91:J18:1:6:7:1:3:3
